orgUnit,nomSite,categorieEquipement,equipement,disponible,enService,enPanne,obsolete,nonService,enReparation
Mpv4gQiYt1W,USP Zogbegan,Mobilier médical,Tables d’examination gynécologique,1,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,Hygiène et stérilisation,Autoclave de paillasse,1,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,Laboratoire et chaîne de froid,Porte vaccin,2,0,0,0,1,0
Mpv4gQiYt1W,USP Zogbegan,Monitoring et Exploration fonctionnelle,Tensiomètre + stéthoscope bébé,1,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,Laboratoire et chaîne de froid,Hémoleucomètre à huit touches,1,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,Mobilier médical,Chariot brancard,1,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,Mobilier médical,Escabeau,4,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,Mobilier médical,Table de soins infirmiers,1,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,Mobilier médical,Pèse bébé + toise,1,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,Hygiène et stérilisation,Accessoires Autoclaves (A0016910 Bowie-Dick paquet de test,1,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,Hygiène et stérilisation,"Accessoires des autoclaves (A0016954 SVF95-5000VA Régulateur de tension, A0016911 AQUA Distillateur d’eau, débit 4 l)",1,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,"Bloc opératoire, d’anesthésie et réanimation",Boîte de petite chirurgie,2,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,"Bloc opératoire, d’anesthésie et réanimation",Ciseaux de Busch pour cordon ombilical 13cm,2,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,Laboratoire et chaîne de froid,Hémoglobinomètre,1,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,Mobilier médical,Lampe torche,2,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,Mobilier médical,Table d’examination médicale,1,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,Laboratoire et chaîne de froid,Glucomètre,1,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,Autres,Kit implant,2,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,Mobilier médical,Tabouret télescopique mobile,2,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,"Bloc opératoire, d’anesthésie et réanimation","Set d’épisiotomie : Pince Faure, courbée, 25 cm",2,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,"Bloc opératoire, d’anesthésie et réanimation",Jeu de spéculums vaginal,2,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,Autres,Bock à lavement,2,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,"Bloc opératoire, d’anesthésie et réanimation",Table de petite chirurgie,1,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,Mobilier médical,Fauteuil roulants,1,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,"Bloc opératoire, d’anesthésie et réanimation",Tables d’accouchement,1,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,Monitoring et Exploration fonctionnelle,Visionneuse de veines,1,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,Mobilier médical,Lits d’hospitalisation avec table de chevet,6,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,Autres,Attelles (membre inférieur et membre supérieur),2,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,Monitoring et Exploration fonctionnelle,Tensiomètre + stéthoscope,3,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,Mobilier médical,Paravent mobile,3,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,"Bloc opératoire, d’anesthésie et réanimation",Aspirateur de mucosités,1,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,Autres,Matériel de démonstration procédures gynécologiques,2,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,Monitoring et Exploration fonctionnelle,Stéthoscope de Pinard,1,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,Mobilier médical,Lampe d’examen,4,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,"Bloc opératoire, d’anesthésie et réanimation",Insufflateur manuel pour bébé,1,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,"Bloc opératoire, d’anesthésie et réanimation",Boîte d’accouchement basique,2,0,0,0,0,0
Mpv4gQiYt1W,USP Zogbegan,Mobilier médical,Boîte à instruments,2,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,Mobilier médical,Tabouret télescopique mobile,2,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,Autres,Kit implant,2,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,Hygiène et stérilisation,Autoclave de paillasse,1,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,"Bloc opératoire, d’anesthésie et réanimation",Boîte d’accouchement basique,2,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,Mobilier médical,Paravent mobile,3,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,"Bloc opératoire, d’anesthésie et réanimation",Jeu de spéculums vaginal,2,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,Autres,Attelles (membre inférieur et membre supérieur),2,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,"Bloc opératoire, d’anesthésie et réanimation",Boîte d’épisiotomie,2,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,Monitoring et Exploration fonctionnelle,Stéthoscope de Pinard,1,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,Mobilier médical,Table de soins infirmiers,1,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,Laboratoire et chaîne de froid,Glucomètre,1,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,"Bloc opératoire, d’anesthésie et réanimation",Tables d’accouchement,1,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,Laboratoire et chaîne de froid,Hémoglobinomètre,1,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,"Bloc opératoire, d’anesthésie et réanimation",Aspirateur de mucosités,1,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,Mobilier médical,Pèse bébé + toise,1,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,"Bloc opératoire, d’anesthésie et réanimation",Table de petite chirurgie,1,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,Autres,Boîte de pansement,2,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,"Bloc opératoire, d’anesthésie et réanimation",Boîte de petite chirurgie,2,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,Laboratoire et chaîne de froid,Glacière isotherme,1,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,Mobilier médical,Tables d’examination gynécologique,1,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,Mobilier médical,Lampe d’examen,4,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,"Bloc opératoire, d’anesthésie et réanimation","Set d’épisiotomie : Pince Faure, courbée, 25 cm",2,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,Mobilier médical,Table d’examination médicale,1,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,Autres,Matériel de démonstration procédures gynécologiques,2,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,"Bloc opératoire, d’anesthésie et réanimation",Ciseaux de Busch pour cordon ombilical 13cm,2,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,Mobilier médical,Boîte à instruments,2,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,Hygiène et stérilisation,Accessoires Autoclaves (A0016910 Bowie-Dick paquet de test,1,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,Laboratoire et chaîne de froid,Hémoleucomètre à huit touches,1,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,"Bloc opératoire, d’anesthésie et réanimation",Insufflateur manuel pour bébé,1,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,Mobilier médical,Escabeau,4,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,"Bloc opératoire, d’anesthésie et réanimation",Kit d’Aspiration Manuelle Intra-utérine,2,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,Mobilier médical,Potence porte-sérum + panier,7,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,Monitoring et Exploration fonctionnelle,Détecteur de pouls fœtal,1,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,Mobilier médical,Chariot de soins,1,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,Mobilier médical,Lampe torche,2,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,Mobilier médical,Fauteuil roulants,1,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,Monitoring et Exploration fonctionnelle,Tensiomètre + stéthoscope,3,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,Monitoring et Exploration fonctionnelle,Tensiomètre + stéthoscope bébé,1,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,Mobilier médical,Lit d’hospitalisation avec matelas et table de chevet,6,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,Mobilier médical,Chariot brancard,1,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,Laboratoire et chaîne de froid,Porte vaccin,2,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,Hygiène et stérilisation,"Accessoires des autoclaves (A0016954 SVF95-5000VA Régulateur de tension, A0016911 AQUA Distillateur d’eau, débit 4 l)",1,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,Autres,Kit DIU (Boite de 10 unités),2,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,Monitoring et Exploration fonctionnelle,Visionneuse de veines,1,0,0,0,0,0
TV17foWpTTS,CMS Djon-Kotora,Autres,Bock à lavement,2,0,0,0,0,0
UfCJDN1UFbV,USP Binaparba,"Bloc opératoire, d’anesthésie et réanimation",Tables d’accouchement,1,0,0,0,0,0
UfCJDN1UFbV,USP Binaparba,Mobilier médical,Table de soins infirmiers,1,0,0,0,0,0
UfCJDN1UFbV,USP Binaparba,Mobilier médical,Lits d’hospitalisation avec table de chevet,10,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,"Bloc opératoire, d’anesthésie et réanimation",Insufflateur manuel pour bébé,1,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,"Bloc opératoire, d’anesthésie et réanimation",Kit d’Aspiration Manuelle Intra-utérine,2,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,"Bloc opératoire, d’anesthésie et réanimation",Table de petite chirurgie,1,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,Mobilier médical,Escabeau,4,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,"Bloc opératoire, d’anesthésie et réanimation",Tables d’accouchement,1,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,Mobilier médical,Lampe torche,2,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,Mobilier médical,Table d’examination médicale,1,1,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,Hygiène et stérilisation,Accessoires Autoclaves (A0016910 Bowie-Dick paquet de test,1,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,"Bloc opératoire, d’anesthésie et réanimation",Ciseaux de Busch pour cordon ombilical 13cm,2,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,Monitoring et Exploration fonctionnelle,Visionneuse de veines,1,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,Laboratoire et chaîne de froid,Hémoleucomètre à huit touches,1,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,"Bloc opératoire, d’anesthésie et réanimation",Jeu de spéculums vaginal,2,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,Mobilier médical,Lampe d’examen,4,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,Mobilier médical,Tabouret télescopique mobile,2,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,"Bloc opératoire, d’anesthésie et réanimation",Boîte de petite chirurgie,2,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,Autres,Bock à lavement,2,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,Mobilier médical,Fauteuil roulants,1,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,Laboratoire et chaîne de froid,Hémoglobinomètre,1,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,Monitoring et Exploration fonctionnelle,Tensiomètre + stéthoscope bébé,1,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,Autres,Boîte de pansement,2,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,Mobilier médical,Chariot de soins,1,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,Mobilier médical,Chariot brancard,1,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,Hygiène et stérilisation,"Accessoires des autoclaves (A0016954 SVF95-5000VA Régulateur de tension, A0016911 AQUA Distillateur d’eau, débit 4 l)",1,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,Mobilier médical,Pèse bébé + toise,1,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,Autres,Matériel de démonstration procédures gynécologiques,2,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,Hygiène et stérilisation,Autoclave de paillasse,1,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,Mobilier médical,Table de soins infirmiers,1,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,Mobilier médical,Tables d’examination gynécologique,1,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,Autres,Kit implant,2,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,Mobilier médical,Boîte à instruments,2,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,Monitoring et Exploration fonctionnelle,Stéthoscope de Pinard,1,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,Laboratoire et chaîne de froid,Glucomètre,1,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,"Bloc opératoire, d’anesthésie et réanimation",Boîte d’accouchement basique,2,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,Monitoring et Exploration fonctionnelle,Détecteur de pouls fœtal,1,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,Monitoring et Exploration fonctionnelle,Tensiomètre + stéthoscope,3,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,Laboratoire et chaîne de froid,Porte vaccin,2,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,"Bloc opératoire, d’anesthésie et réanimation","Set d’épisiotomie : Pince Faure, courbée, 25 cm",2,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,Laboratoire et chaîne de froid,Glacière isotherme,1,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,Mobilier médical,Potence porte-sérum + panier,7,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,Mobilier médical,Paravent mobile,3,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,"Bloc opératoire, d’anesthésie et réanimation",Boîte d’épisiotomie,2,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,Mobilier médical,Lits d’hospitalisation avec table de chevet,6,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,Autres,Kit DIU (Boite de 10 unités),2,0,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,"Bloc opératoire, d’anesthésie et réanimation",Aspirateur de mucosités,1,1,0,0,0,0
UipKSvz01EV1,USP Adomi Abra Plateau,Autres,Attelles (membre inférieur et membre supérieur),2,0,0,0,0,0
UipKSvz01EV2,USP Mangouassi,Mobilier médical,Pèse bébé + toise,1,0,0,0,1,0
UipKSvz01EV2,USP Mangouassi,Monitoring et Exploration fonctionnelle,Détecteur de pouls fœtal,1,0,0,0,0,0
UipKSvz01EV2,USP Mangouassi,Autres,Bock à lavement,4,0,0,0,2,0
UipKSvz01EV2,USP Mangouassi,Hygiène et stérilisation,Autoclave de paillasse,1,0,0,0,0,0
UipKSvz01EV2,USP Mangouassi,Mobilier médical,Paravent mobile,3,0,0,0,0,0
UipKSvz01EV2,USP Mangouassi,"Bloc opératoire, d’anesthésie et réanimation",Insufflateur manuel pour bébé,1,0,0,0,0,0
UipKSvz01EV2,USP Mangouassi,Autres,Kit DIU (Boite de 10 unités),2,0,0,0,0,0
UipKSvz01EV2,USP Mangouassi,Autres,Kit implant,2,0,0,0,0,0
UipKSvz01EV2,USP Mangouassi,Mobilier médical,Lampe d’examen,16,0,0,0,4,0
UipKSvz01EV2,USP Mangouassi,Mobilier médical,Lits d’hospitalisation avec table de chevet,36,0,0,0,6,0
UipKSvz01EV2,USP Mangouassi,"Bloc opératoire, d’anesthésie et réanimation",Jeu de spéculums vaginal,2,0,0,0,0,0
UipKSvz01EV2,USP Mangouassi,Laboratoire et chaîne de froid,Hémoglobinomètre,1,0,0,0,1,0
UipKSvz01EV2,USP Mangouassi,Monitoring et Exploration fonctionnelle,Visionneuse de veines,1,0,0,0,1,0
UipKSvz01EV2,USP Mangouassi,"Bloc opératoire, d’anesthésie et réanimation",Boîte d’accouchement basique,4,0,0,0,2,0
UipKSvz01EV2,USP Mangouassi,Mobilier médical,Boîte à instruments,4,0,0,0,2,0
UipKSvz01EV2,USP Mangouassi,Monitoring et Exploration fonctionnelle,Tensiomètre + stéthoscope,3,0,0,0,0,0
UipKSvz01EV2,USP Mangouassi,Mobilier médical,Fauteuil roulants,1,0,0,0,1,0
UipKSvz01EV2,USP Mangouassi,Laboratoire et chaîne de froid,Glucomètre,1,0,0,0,0,0
UipKSvz01EV2,USP Mangouassi,Monitoring et Exploration fonctionnelle,Tensiomètre + stéthoscope bébé,1,0,0,0,0,0
UipKSvz01EV2,USP Mangouassi,Mobilier médical,Table de soins infirmiers,1,0,0,0,0,0
UipKSvz01EV2,USP Mangouassi,"Bloc opératoire, d’anesthésie et réanimation","Set d’épisiotomie : Pince Faure, courbée, 25 cm",2,0,0,0,0,0
UipKSvz01EV2,USP Mangouassi,Autres,Boîte de pansement,4,0,0,0,2,0
UipKSvz01EV2,USP Mangouassi,Mobilier médical,Tables d’examination gynécologique,1,0,0,0,1,0
UipKSvz01EV2,USP Mangouassi,"Bloc opératoire, d’anesthésie et réanimation",Boîte d’épisiotomie,4,0,0,0,2,0
UipKSvz01EV2,USP Mangouassi,Mobilier médical,Escabeau,4,0,0,0,0,0
UipKSvz01EV2,USP Mangouassi,"Bloc opératoire, d’anesthésie et réanimation",Ciseaux de Busch pour cordon ombilical 13cm,2,0,0,0,0,0
UipKSvz01EV2,USP Mangouassi,Autres,Attelles (membre inférieur et membre supérieur),2,0,0,0,0,0
UipKSvz01EV2,USP Mangouassi,"Bloc opératoire, d’anesthésie et réanimation",Table de petite chirurgie,1,0,0,0,1,0
UipKSvz01EV2,USP Mangouassi,Autres,Matériel de démonstration procédures gynécologiques,2,0,0,0,0,0
UipKSvz01EV2,USP Mangouassi,Mobilier médical,Chariot brancard,1,0,0,0,0,0
UipKSvz01EV2,USP Mangouassi,"Bloc opératoire, d’anesthésie et réanimation",Kit d’Aspiration Manuelle Intra-utérine,2,0,0,0,0,0
UipKSvz01EV2,USP Mangouassi,Mobilier médical,Table d’examination médicale,1,0,0,0,1,0
UipKSvz01EV2,USP Mangouassi,"Bloc opératoire, d’anesthésie et réanimation",Aspirateur de mucosités,1,0,0,0,0,0
UipKSvz01EV2,USP Mangouassi,Laboratoire et chaîne de froid,Porte vaccin,4,0,0,0,2,0
UipKSvz01EV2,USP Mangouassi,Mobilier médical,Tabouret télescopique mobile,2,0,0,0,0,0
UipKSvz01EV2,USP Mangouassi,Mobilier médical,Lampe torche,2,0,0,0,0,0
UipKSvz01EV2,USP Mangouassi,Hygiène et stérilisation,"Accessoires des autoclaves (A0016954 SVF95-5000VA Régulateur de tension, A0016911 AQUA Distillateur d’eau, débit 4 l)",1,0,0,0,1,0
UipKSvz01EV2,USP Mangouassi,Laboratoire et chaîne de froid,Glacière isotherme,1,0,0,0,1,0
UipKSvz01EV2,USP Mangouassi,Mobilier médical,Chariot de soins,1,0,0,0,1,0
UipKSvz01EV2,USP Mangouassi,"Bloc opératoire, d’anesthésie et réanimation",Boîte de petite chirurgie,4,0,0,0,2,0
UipKSvz01EV2,USP Mangouassi,Hygiène et stérilisation,Accessoires Autoclaves (A0016910 Bowie-Dick paquet de test,1,0,0,0,0,0
UipKSvz01EV2,USP Mangouassi,Mobilier médical,Potence porte-sérum + panier,7,0,0,0,0,0
UipKSvz01EV2,USP Mangouassi,"Bloc opératoire, d’anesthésie et réanimation",Tables d’accouchement,1,0,0,0,1,0
UipKSvz01EV2,USP Mangouassi,Laboratoire et chaîne de froid,Hémoleucomètre à huit touches,1,0,0,0,0,0
UipKSvz01EV2,USP Mangouassi,Monitoring et Exploration fonctionnelle,Stéthoscope de Pinard,1,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,Mobilier médical,Lampe d’examen,4,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,"Bloc opératoire, d’anesthésie et réanimation","Set d’épisiotomie : Pince Faure, courbée, 25 cm",2,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,Autres,Kit implant,2,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,"Bloc opératoire, d’anesthésie et réanimation",Boîte de petite chirurgie,2,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,"Bloc opératoire, d’anesthésie et réanimation",Insufflateur manuel pour bébé,1,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,Laboratoire et chaîne de froid,Hémoleucomètre à huit touches,1,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,Mobilier médical,Table de soins infirmiers,1,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,"Bloc opératoire, d’anesthésie et réanimation",Table de petite chirurgie,1,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,Mobilier médical,Tables d’examination gynécologique,1,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,Mobilier médical,Boîte à instruments,2,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,Laboratoire et chaîne de froid,Hémoglobinomètre,1,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,Autres,Attelles (membre inférieur et membre supérieur),2,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,"Bloc opératoire, d’anesthésie et réanimation",Kit d’Aspiration Manuelle Intra-utérine,2,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,Mobilier médical,Chariot brancard,1,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,Mobilier médical,Chariot de soins,1,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,Mobilier médical,Table d’examination médicale,1,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,Autres,Boîte de pansement,2,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,Mobilier médical,Fauteuil roulants,1,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,Mobilier médical,Escabeau,4,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,Mobilier médical,Pèse bébé + toise,1,0,0,0,1,0
ZnJMaNb8b8W,USP Tétébè,Monitoring et Exploration fonctionnelle,Visionneuse de veines,1,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,Mobilier médical,Lits d’hospitalisation avec table de chevet,6,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,Laboratoire et chaîne de froid,Porte vaccin,2,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,Autres,Bock à lavement,2,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,"Bloc opératoire, d’anesthésie et réanimation",Boîte d’accouchement basique,2,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,Laboratoire et chaîne de froid,Glucomètre,1,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,Mobilier médical,Lampe torche,2,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,Mobilier médical,Paravent mobile,3,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,Monitoring et Exploration fonctionnelle,Détecteur de pouls fœtal,1,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,Monitoring et Exploration fonctionnelle,Tensiomètre + stéthoscope bébé,1,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,Monitoring et Exploration fonctionnelle,Stéthoscope de Pinard,1,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,"Bloc opératoire, d’anesthésie et réanimation",Aspirateur de mucosités,1,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,"Bloc opératoire, d’anesthésie et réanimation",Jeu de spéculums vaginal,2,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,"Bloc opératoire, d’anesthésie et réanimation",Ciseaux de Busch pour cordon ombilical 13cm,2,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,Mobilier médical,Potence porte-sérum + panier,7,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,"Bloc opératoire, d’anesthésie et réanimation",Boîte d’épisiotomie,2,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,Mobilier médical,Tabouret télescopique mobile,2,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,Autres,Matériel de démonstration procédures gynécologiques,2,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,Hygiène et stérilisation,Accessoires Autoclaves (A0016910 Bowie-Dick paquet de test,1,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,Laboratoire et chaîne de froid,Glacière isotherme,1,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,Hygiène et stérilisation,Autoclave de paillasse,1,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,"Bloc opératoire, d’anesthésie et réanimation",Tables d’accouchement,1,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,Monitoring et Exploration fonctionnelle,Tensiomètre + stéthoscope,3,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,Hygiène et stérilisation,"Accessoires des autoclaves (A0016954 SVF95-5000VA Régulateur de tension, A0016911 AQUA Distillateur d’eau, débit 4 l)",1,0,0,0,0,0
ZnJMaNb8b8W,USP Tétébè,Autres,Kit DIU (Boite de 10 unités),2,0,0,0,0,0
aq9iSwcuSJ6,USP Demadeli Eketo,Mobilier médical,Chariot de soins,1,0,0,0,0,0
aq9iSwcuSJ6,USP Demadeli Eketo,Laboratoire et chaîne de froid,Hémoglobinomètre,1,0,0,0,0,0
aq9iSwcuSJ6,USP Demadeli Eketo,"Bloc opératoire, d’anesthésie et réanimation",Aspirateur de mucosités,1,0,0,0,1,0
aq9iSwcuSJ6,USP Demadeli Eketo,"Bloc opératoire, d’anesthésie et réanimation",Insufflateur manuel pour bébé,1,0,0,0,0,0
aq9iSwcuSJ6,USP Demadeli Eketo,Hygiène et stérilisation,Autoclave de paillasse,1,0,0,0,0,0
aq9iSwcuSJ6,USP Demadeli Eketo,Monitoring et Exploration fonctionnelle,Détecteur de pouls fœtal,1,0,0,0,0,0
